Bem Pat;Seq;Conta;Descrição Conta;Narrativa;Data Inv.;Plaqueta;Localização;Un Neg;Plano CCusto;Centro Custo;MARCA;MODELO
5660;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA MOD. 6007 PES PALITO COR AZUL  (;30/11/2016;5660;NI;0;TORT2007;2140;;
5661;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA MOD. 6007 PES PALITO COR AZUL  (;30/11/2016;5661;NI;0;TORT2007;2140;;
5662;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA MOD. 6007 PES PALITO COR AZUL  (;30/11/2016;5662;NI;0;TORT2007;2140;;
5663;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA MOD. 6007 PES PALITO COR AZUL  (;30/11/2016;5663;NI;0;TORT2007;2140;;
5664;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA MOD. 6007 PES PALITO COR AZUL  (;30/11/2016;5664;NI;0;TORT2007;2140;;
5665;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA MOD. 6007 PES PALITO COR AZUL  (;30/11/2016;5665;NI;0;TORT2007;2140;;
5666;3;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA MOD. 6004 PES PALITO COM BRACO;30/11/2016;5666;NI;0;TORT2007;2140;;
5667;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA MOD. 6004 PES PALITO COM BRACO;30/11/2016;5667;NI;0;TORT2007;2140;;
5668;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA MOD. 6004 PES PALITO COM BRACO;30/11/2016;5668;NI;0;TORT2007;2140;;
5669;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA MOD. 6004 PES PALITO COM BRACO;30/11/2016;5669;NI;0;TORT2007;2140;;
706461;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE AÇO COM 6 BANDEIRAS COM REFOR;30/11/2016;706461;NI;0;TORT2007;3112;;
10628;0;135010804;MAQUINAS E ACESSORIOS - COML.;MAQUINA DE CORTAR GRAMA SL350 1.5CV 1800;30/11/2016;10628;NI;0;TORT2007;3112;;
16141;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA MONZA DA HEITOR;30/11/2016;16141;NI;0;TORT2007;3112;;
16142;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA MONZA DA HEITOR;30/11/2016;16142;NI;0;TORT2007;3112;;
15624;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA PRESIDENTE FRAQUE C/ BRACO;30/11/2016;15624;NI;0;TORT2007;3112;;
706938;1;132010904;MOVEIS E UTENSILIOS - COML.;CONTRATO DE PRESTAÇÃO DE SERVIÇOS;30/11/2016;706938;NI;0;TORT2007;3112;;
706938;0;132010904;MOVEIS E UTENSILIOS - COML.;CONTRATO DE PRESTAÇÃO DE SERVIÇOS;30/11/2016;706938;NI;0;TORT2007;3112;;
15934;1;132010506;EQUIPAMENTOS C.P.D. - COML.;SERVICO DE SUPORTE TECNICO AVANCADO NO L;30/11/2016;15934;NI;0;TORT2007;3112;;
9139;0;132010506;EQUIPAMENTOS C.P.D. - COML.;ACCESS POINT WIRELESS-G 54MBPS 10/100 4P;30/11/2016;9139;NI;0;TORT2007;2140;;
5508;1;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO CONSUL;30/11/2016;5508;NI;0;TORT2007;3112;;
7029;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO CONSUL FRIO;30/11/2016;7029;NI;0;TORT2007;2140;;
7268;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO SPRINGER;30/11/2016;7268;NI;0;TORT2007;2140;;
7269;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO SPRINGER;30/11/2016;7269;NI;0;TORT2007;2140;;
1259;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE FAC-SIMILE TOSHIBA  MODELO 5;30/11/2016;1259;NI;0;TORT2007;3112;;
5726;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE INTERFONE COM MONITOR THEVEA;30/11/2016;5726;NI;0;TORT2007;2140;;
5721;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE TV PHILIPS 20 POL COM CONTRO;30/11/2016;5721;NI;0;TORT2007;2140;;
5722;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE VIDEO CASSETE MITSUBISHI COM;30/11/2016;5722;NI;0;TORT2007;2140;;
5723;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO RETROPROJETOR;30/11/2016;5723;NI;0;TORT2007;2140;;
5715;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO SHARP FO 210.;30/11/2016;5715;NI;0;TORT2007;2140;;
5714;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO SIEMENS HF 1000.;30/11/2016;5714;NI;0;TORT2007;2140;;
7144;0;132010904;MOVEIS E UTENSILIOS - COML.;BALCAO PARA COPA PADRAO FORMICA;30/11/2016;7144;NI;0;TORT2007;2140;;
11894;0;132010506;EQUIPAMENTOS C.P.D. - COML.;BANDEJA PARA IMPRESSORA HP 4015N.;30/11/2016;11894;NI;0;TORT2007;3112;;
7036;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA;30/11/2016;7036;NI;0;TORT2007;2140;;
5718;0;132010904;MOVEIS E UTENSILIOS - COML.;CALCULADORA OLIVETTI MOD. LOGOS 642.;30/11/2016;5718;NI;0;TORT2007;2140;;
5719;0;132010904;MOVEIS E UTENSILIOS - COML.;CALCULADORA OLIVETTI MOD. LOGOS 642.;30/11/2016;5719;NI;0;TORT2007;2140;;
5720;0;132010904;MOVEIS E UTENSILIOS - COML.;CALCULADORA OLIVETTI MOD. LOGOS 642.;30/11/2016;5720;NI;0;TORT2007;2140;;
5716;0;132010904;MOVEIS E UTENSILIOS - COML.;CALCULADORA OLIVETTI MOD. LOGOS 692;30/11/2016;5716;NI;0;TORT2007;2140;;
5717;0;132010904;MOVEIS E UTENSILIOS - COML.;CALCULADORA OLIVETTI MOD. LOGOS 692;30/11/2016;5717;NI;0;TORT2007;2140;;
5650;0;132010506;EQUIPAMENTOS C.P.D. - COML.;CANON BJC 250 - IMOBILIZADO 5514;30/11/2016;5650;NI;0;TORT2007;2140;;
6069;1;132010904;MOVEIS E UTENSILIOS - COML.;CENTRAL TELEFONICA MARCA SIEMENS;30/11/2016;6069;NI;0;TORT2007;3112;;
5727;0;132010904;MOVEIS E UTENSILIOS - COML.;CENTRAL TELEFONICA SIEMENS EUROSET 822 S;30/11/2016;5727;NI;0;TORT2007;2140;;
8100;2;132010506;EQUIPAMENTOS C.P.D. - COML.;DLT QUANTUM VS80 40/80GB EXT (BHHBA-YF).;30/11/2016;8100;NI;0;TORT2007;3112;;
5729;0;132010506;EQUIPAMENTOS C.P.D. - COML.;ESTABILIZADOR DE TENSAO CLONE;30/11/2016;5729;NI;0;TORT2007;2140;;
7075;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO 198x40x90 6x24/16 CINZA;30/11/2016;7075;NI;0;TORT2007;2140;;
7076;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO 198x40x90 6x24/16 CINZA;30/11/2016;7076;NI;0;TORT2007;2140;;
7077;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO 198x40x90 6x24/16 CINZA;30/11/2016;7077;NI;0;TORT2007;2140;;
7078;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO 198x40x90 6x24/16 CINZA;30/11/2016;7078;NI;0;TORT2007;2140;;
7079;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO 198x40x90 6x24/16 CINZA;30/11/2016;7079;NI;0;TORT2007;2140;;
7080;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO 198x40x90 6x24/16 CINZA;30/11/2016;7080;NI;0;TORT2007;2140;;
7081;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTANTE DE ACO 198x40x90 6x24/16 CINZA;30/11/2016;7081;NI;0;TORT2007;2140;;
5877;1;132010506;EQUIPAMENTOS C.P.D. - COML.;HP JET DIRECT 170X J3258B;30/11/2016;5877;NI;0;TORT2007;3112;;
5732;0;132010506;EQUIPAMENTOS C.P.D. - COML.;HUB 3COM  - IMOBILIZADO 6351;30/11/2016;5732;NI;0;TORT2007;2140;;
6457;0;132010506;EQUIPAMENTOS C.P.D. - COML.;JET DIRECT HP 170X - J3258C;30/11/2016;6457;NI;0;TORT2007;3112;;
7453;0;132010904;MOVEIS E UTENSILIOS - COML.;JOGO DE MESA CIPLAFE MÁRMORE C/ 4 CADEIR;30/11/2016;7453;NI;0;TORT2007;3112;;
5685;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA  EM FORMICA CINZA PARA FAX  COM ROD;30/11/2016;5685;NI;0;TORT2007;2140;;
5686;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA  EM FORMICA CINZA PARA FAX  COM ROD;30/11/2016;5686;NI;0;TORT2007;2140;;
5674;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE FORMICA CINZA C/03 GAVETAS LATER;30/11/2016;5674;NI;0;TORT2007;2140;;
5675;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE FORMICA CINZA C/03 GAVETAS LATER;30/11/2016;5675;NI;0;TORT2007;2140;;
5676;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE FORMICA CINZA C/03 GAVETAS LATER;30/11/2016;5676;NI;0;TORT2007;2140;;
5677;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE FORMICA CINZA C/03 GAVETAS LATER;30/11/2016;5677;NI;0;TORT2007;2140;;
5678;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA DE FORMICA CINZA C/03 GAVETAS LATER;30/11/2016;5678;NI;0;TORT2007;2140;;
7085;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA ER 02 COM 3 GAVETAS COR CINZA;30/11/2016;7085;NI;0;TORT2007;2140;;
7082;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA ER 05 COM TECLADO COR CINZA;30/11/2016;7082;NI;0;TORT2007;2140;;
7083;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA ER 05 COM TECLADO COR CINZA;30/11/2016;7083;NI;0;TORT2007;2140;;
7084;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA ER 05 COM TECLADO COR CINZA;30/11/2016;7084;NI;0;TORT2007;2140;;
7147;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA PARA REUNIAO EM PADRAO FORMICA;30/11/2016;7147;NI;0;TORT2007;2140;;
5680;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA SEMI OVAL DE FORMICA CINZA COM PES;30/11/2016;5680;NI;0;TORT2007;2140;;
704136;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUD;30/11/2016;704136;NI;0;TORT2007;2140;;
704136;1;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUD;30/11/2016;704136;NI;0;TORT2007;2140;;
704136;3;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUD;30/11/2016;704136;NI;0;TORT2007;2140;;
704136;2;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;704136;NI;0;TORT2007;2140;;
704207;4;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;704207;NI;0;TORT2007;2140;;
704207;6;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR (NOTEBOOK) DELL LATITUDE;30/11/2016;704207;NI;0;TORT2007;2140;;
5644;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MONITOR LG  14;30/11/2016;5644;NI;0;TORT2007;2140;;
5640;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MONITOR LG  15;30/11/2016;5640;NI;0;TORT2007;2140;;
5646;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MONITOR LG  MODELO 1470;30/11/2016;5646;NI;0;TORT2007;2140;;
13741;0;132010506;EQUIPAMENTOS C.P.D. - COML.;NOBREAK  APC BE600G-BR;30/11/2016;13741;NI;0;TORT2007;2140;;
8617;0;132010506;EQUIPAMENTOS C.P.D. - COML.;NOBREAK APC SMART-UPS 1KVA USB & SERIAL;30/11/2016;8617;NI;0;TORT2007;3112;;
5731;0;132010506;EQUIPAMENTOS C.P.D. - COML.;NOBREAK EXONTEC 1000;30/11/2016;5731;NI;0;TORT2007;2140;;
5730;0;132010506;EQUIPAMENTOS C.P.D. - COML.;NOBREAK EXONTEC 1200 - IMOBILIZADO 6355;30/11/2016;5730;NI;0;TORT2007;2140;;
8610;1;132010506;EQUIPAMENTOS C.P.D. - COML.;NOBREAK SMART-UPS 1000VA RM NET 2U;30/11/2016;8610;NI;0;TORT2007;3112;;
10351;1;132010506;EQUIPAMENTOS C.P.D. - COML.;NOTEBOOK DELL LATITUDE D630;30/11/2016;10351;NI;0;TORT2007;2140;;
5641;0;132010506;EQUIPAMENTOS C.P.D. - COML.;PENTIUM III  600 MHZ CD ROM 52X   64 MB;30/11/2016;5641;NI;0;TORT2007;2140;;
5672;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA MOD. 5002G BASE ACO COM RELAX;30/11/2016;5672;NI;0;TORT2007;2140;;
7073;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA QUEEN COR CRA 035 BASE CROMADA;30/11/2016;7073;NI;0;TORT2007;2140;;
7074;0;132010904;MOVEIS E UTENSILIOS - COML.;POLTRONA QUEEN COR CRA 035 BASE CROMADA;30/11/2016;7074;NI;0;TORT2007;2140;;
5694;0;132010904;MOVEIS E UTENSILIOS - COML.;PRATELEIRA DE MADEIRA - 05 BASES, ( 2,00;30/11/2016;5694;NI;0;TORT2007;2140;;
11080;1;136010103;EQUIPAMENTOS CPD - COML.;PROJETOR MULTIMIDIA MARCA DELL DLP 1209S;30/11/2016;11080;NI;0;TORT2007;2140;;
6433;1;132010506;EQUIPAMENTOS C.P.D. - COML.;PROJETOR MULTIMÍDIA MARCA INFOCUS;30/11/2016;6433;NI;0;TORT2007;2140;;
6484;1;132010506;EQUIPAMENTOS C.P.D. - COML.;PROJETOR MULTIMÍDIA MARCA INFOCUS X2;30/11/2016;6484;NI;0;TORT2007;2140;;
7028;0;132010904;MOVEIS E UTENSILIOS - COML.;REFRIGERADOR CONSUL 229L CRC24 110V BC;30/11/2016;7028;NI;0;TORT2007;2140;;
5286;1;132010506;EQUIPAMENTOS C.P.D. - COML.;SERVIDOR DE IMPRESSAO HP JET DIRECT 170X;30/11/2016;5286;NI;0;TORT2007;3112;;
5287;2;132010506;EQUIPAMENTOS C.P.D. - COML.;SERVIDOR DE IMPRESSAO HP JET DIRECT 170X;30/11/2016;5287;NI;0;TORT2007;3112;;
5249;1;132010506;EQUIPAMENTOS C.P.D. - COML.;SWITCH OfficeConnect DUAL SPEED 8 PORTAS;30/11/2016;5249;NI;0;TORT2007;3112;;
5647;0;132010506;EQUIPAMENTOS C.P.D. - COML.;TERMINAL REMPAC 40 MHZ;30/11/2016;5647;NI;0;TORT2007;2140;;
5639;0;132010506;EQUIPAMENTOS C.P.D. - COML.;WINNET BOCAVISION 64 MB;30/11/2016;5639;NI;0;TORT2007;2140;;
8194;0;132010506;EQUIPAMENTOS C.P.D. - COML.;WIRELESS ACCESS POINT, - DWL-2100AP.;30/11/2016;8194;NI;0;TORT2007;2140;;
15239;0;132010506;EQUIPAMENTOS C.P.D. - COML.;HP NOTEBOOK 6460B;30/11/2016;15239;NI;0;TORT2007;2140;;
15218;0;132010506;EQUIPAMENTOS C.P.D. - COML.;HP NOTEBOOK 6460B;30/11/2016;15218;NI;0;TORT2007;2444;;
15934;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL - DELL LATITUDE;30/11/2016;15934;NI;0;TORT2007;3112;;
15074;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE;30/11/2016;15074;NI;0;TORT2007;2140;;
15109;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE;30/11/2016;15109;NI;0;TORT2007;2140;;
15128;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE E;30/11/2016;15128;NI;0;TORT2007;2140;;
15974;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE E;30/11/2016;15974;NI;0;TORT2007;2440;;
15975;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MICROCOMPUTADOR PORTATIL DELL LATITUDE E;30/11/2016;15975;NI;0;TORT2007;2440;;
16157;0;132010506;EQUIPAMENTOS C.P.D. - COML.;PROJETOR DELL 1510X;30/11/2016;16157;NI;0;TORT2007;3112;;
15149;0;132010506;EQUIPAMENTOS C.P.D. - COML.;PROJETOR DELL 1610HD - COD 224-8090;30/11/2016;15149;NI;0;TORT2007;2140;;
