Bem Pat;Seq;Conta;Descrição Conta;Narrativa;Data Inv.;Plaqueta;Localização;Un Neg;Plano CCusto;Centro Custo;MARCA;MODELO;Licença Uso;Especificação Técnica
101438;0;135010802;MAQUINAS E ACESSORIOS - PROD.;CARRO PLATAFORMA  TM-10 -  1,50 X 0,80 X;30/11/2016;22789;COZINHA;0;TORT2007;1162;COZIL;;;
413002;37;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;MODULO PORTA TALHES PAES E BANDEJAS;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
413002;64;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;REFRIGERADOR VERTICAL 01 PORTA EXTERNO;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
413002;39;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;REFRIGERADOR VERTICAL 04 PORTAS ACO INOX;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
413002;75;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;CAMARA PARA RESFRIADOS;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
14850;0;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;FREEZER HORIZ. 500 ML CONSUL;30/11/2016;22799;COZINHA;0;TORT2007;1162;ESMALTEC;FOOD AND BEVERAGE;;
15814;0;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;FREEZER HORIZONTAL DE 503 LITROS FRICON;30/11/2016;22800;COZINHA;0;TORT2007;1162;FRICON;;;
12996;0;132010902;MOVEIS E UTENSILIOS - PROD;MODULO (06 CELULAS COM TAMPA) EM MDF;30/11/2016;22801;COZINHA;0;TORT2007;1162;;;;
12995;0;132010902;MOVEIS E UTENSILIOS - PROD;MODULO (06 CÉLULAS COM TAMPA) EM MDF;30/11/2016;22803;COZINHA;0;TORT2007;1162;COSIL;;;
13765;0;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;PICADOR DE CARNE EM INOX , Nº 10 DA MARC;30/11/2016;22804;COZINHA;0;TORT2007;1162;;;;
9797;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA CARRIER 48000 BTUS 220V.;30/11/2016;9797;COZINHA;0;TORT2007;1162;CARRIER;;;
413002;59;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;PRATELEIRA SUSPENSA GRADEADA EM ACO INOX;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
413002;68;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;PRATELEIRA SUSPENSA GRADEADA EM ACO INOX;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
413002;25;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;LIQUIFICADOR INDUSTRIAL BASCULANTE SKYEN;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
15675;0;132010901;MOVEIS E UTENSILIOS - ADM;ROUPEIRO EM AÇO MODELO ST GRI-204 C, QUA;30/11/2016;22817;VESTIARIO;0;TORT2007;1110;;;;
12879;0;132010902;MOVEIS E UTENSILIOS - PROD;ROUPEIRO EM ACO QUATRO PORTAS SOBREPOSTA;30/11/2016;22818;VESTIARIO;0;TORT2007;1110;;;;
413004;24;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AM30P4.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
16577;0;132010901;MOVEIS E UTENSILIOS - ADM;ARMÁRIO FECHADO EM MDP COM 3 PORTAS MED.;30/11/2016;22820;SALA NUTRIC.;0;TORT2007;1162;;;;
9540;0;132010902;MOVEIS E UTENSILIOS - PROD;MESA 1,25 x 0,60 - PE DUPLO;30/11/2016;22821;SALA NUTRIC.;0;TORT2007;1162;;;;
412151;295;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
16786;0;132010904;MOVEIS E UTENSILIOS - COML.;UNID. EVAP. 30K PISO TETO CARRIER CF.;30/11/2016;16786;SALA NUTRIC.;0;TORT2007;1162;;;;
64856;1;132010902;MOVEIS E UTENSILIOS - PROD;TV SHARP 20;30/11/2016;22823;SALA LAZER;0;TORT2007;1110;;;;
7972;0;132010904;MOVEIS E UTENSILIOS - COML.;SOFA BRACO FIXO DE 01 LUGAR, TECIDO;30/11/2016;22824;SALA LAZER;0;TORT2007;1110;;;;
7971;0;132010904;MOVEIS E UTENSILIOS - COML.;SOFA BRACO FIXO DE 01 LUGAR, TECIDO;30/11/2016;22825;SALA LAZER;0;TORT2007;1110;;;;
7109;0;132010904;MOVEIS E UTENSILIOS - COML.;FORNO MICROONDAS CONSUL 18L;30/11/2016;22827;CONTR QUALID;0;TORT2007;7440;CONSUL;;;
413003;91;132010902;MOVEIS E UTENSILIOS - PROD;BEBEDOURO TIPO GARRAFAO BCO ESMALTEC.;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
413004;17;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO ARF45PI;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;18;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO ARF45PI;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
12862;0;132010902;MOVEIS E UTENSILIOS - PROD;BANCADA E MONTANTE LATERAL REVESTIDO EM;30/11/2016;22831;CONTR QUALID;0;TORT2007;7440;;;;
412151;129;132010506;EQUIPAMENTOS C.P.D. - COML.;IMPRESSORA HP LASERJET P2055DN.;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;297;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
16782;0;132010904;MOVEIS E UTENSILIOS - COML.;UNID. COND. 24K CARRIER CF.;30/11/2016;16782;CONTR QUALID;0;TORT2007;7440;MIDEA;LIVA;;
13980;0;132010904;MOVEIS E UTENSILIOS - COML.;MOVEL COM TAMPO E 3 GAVETEIROS EM MDF;30/11/2016;22836;CONTR QUALID;0;TORT2007;7440;;;;
413006;28;135010402;EQUIPAMENTOS - PROD;BALANCA ANALITICA 200 G - 0,0001.;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y412006
16575;0;132010901;MOVEIS E UTENSILIOS - ADM;ARMÁRIO BALCÃO EM MDP COM 3 PORTAS MED.;30/11/2016;22839;CONTR QUALID;0;TORT2007;7440;;;;
412151;299;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
15308;0;132010501;EQUIPAMENTOS C.P.D. - ADM;DESKTOP HP COMPAQ 6200 MT BRASIL;30/11/2016;22841;CONTR QUALID;0;TORT2007;7440;HP COMPAQ;6200 PRO MICROTOWER;;
413003;41;132010902;MOVEIS E UTENSILIOS - PROD;CONJUNTO MIRAGGIO TIPO SPLIT 18000BTUS/H;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
702035;14;132010902;MOVEIS E UTENSILIOS - PROD;ARMÁRIO SECRETÁRIA MED.0,74AX0,90LX0,43P;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
413004;0;132010902;MOVEIS E UTENSILIOS - PROD;BANCADA DESMEMBRADA.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
412151;121;132010506;EQUIPAMENTOS C.P.D. - COML.;IMPRESSORA HP LASERJET P4015N;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;300;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;305;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
16783;0;132010904;MOVEIS E UTENSILIOS - COML.;UNID. COND. 24K CARRIER CF.;30/11/2016;16783;CONTR QUALID;0;TORT2007;7440;MIDEA;LIVA;;
16576;0;132010901;MOVEIS E UTENSILIOS - ADM;ARMÁRIO BALCÃO EM MDP COM 3 PORTAS MED.;30/11/2016;22848;CONTR QUALID;0;TORT2007;7440;;;;
412151;310;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
413003;42;132010902;MOVEIS E UTENSILIOS - PROD;CONJUNTO MIRAGGIO TIPO SPLIT 18000BTUS/H;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
13656;0;132010902;MOVEIS E UTENSILIOS - PROD;MOVEL ARREDONDADO COM 2 CANTONEIRAS,;30/11/2016;22850;CONTR QUALID;0;TORT2007;7440;;;;
13978;0;132010902;MOVEIS E UTENSILIOS - PROD;MOVEL COM 5 PORTAS E 7 PRATELEIRAS INTER;30/11/2016;22851;CONTR QUALID;0;TORT2007;7440;;;;
413002;61;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;MESA EM ACO INOX COM PRATELEIRA INFERIOR;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
13979;0;132010902;MOVEIS E UTENSILIOS - PROD;MOVEL DE BANCADA COM 5 PORTAS E 3 PRATEL;30/11/2016;22853;CONTR QUALID;0;TORT2007;7440;;;;
413006;15;135010402;EQUIPAMENTOS - PROD;ESTUFA DE SECAGEM E ESTERILIZACAO MA033/;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y412006
13716;0;132010901;MOVEIS E UTENSILIOS - ADM;MOVEL EM FORMA DE L 06 PORTAS C/3 PRATEL;30/11/2016;22855;CONTR QUALID;0;TORT2007;7440;;;;
13717;0;132010901;MOVEIS E UTENSILIOS - ADM;MOVEL EM L COM 2 GAVETEIRO DE 04 GAVETAS;30/11/2016;22856;CONTR QUALID;0;TORT2007;7440;;;;
102772;0;135010802;MAQUINAS E ACESSORIOS - PROD.;FORNO MUFLA - 9 LITROS - LF0910;30/11/2016;22857;CONTR QUALID;0;TORT2007;7440;JUNG;1F00910;;
413006;13;135010402;EQUIPAMENTOS - PROD;DESTILADOR DE NITROGENIO/ANALISE DE PROT;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y412006
413006;14;135010402;EQUIPAMENTOS - PROD;DESTILADOR DE NITROGENIO/ANALISE DE PROT;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y412006
102648;0;135010402;EQUIPAMENTOS - PROD;CHAPA AQUECEDORA VITROCERAMICA: MOD: CV4;30/11/2016;22860;CONTR QUALID;0;TORT2007;7440;JUNG;J300;;
413001;173;135010402;EQUIPAMENTOS - PROD;COIFA;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y412006
9582;0;135010802;MAQUINAS E ACESSORIOS - PROD.;VIBRADOR IMERSAO ZN VC-38 5M;30/11/2016;22863;CONTR QUALID;0;TORT2007;7440;BERTEL;;;
104277;0;135010402;EQUIPAMENTOS - PROD;MOINHO DE LABORATÓRIO MULTI USO, MODELO:;30/11/2016;22864;CONTR QUALID;0;TORT2007;7440;MARCONI;LE4S;;
413002;3;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;CARRO PLATAFORMA EM ACO INOX MED.600X900;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
413002;63;132011201;MOVEIS E UTENSILIOS -RESTAURANTE;CUBA PARA ASSEPCIA EM INOX LAVATORIO;30/11/2016;109334;SILOS ESTOC.;0;TORT2007;7423;;;EX12202B01;
13981;0;132010904;MOVEIS E UTENSILIOS - COML.;MOVEL PARA CABINE DA BALANCA EM MDF LAMI;30/11/2016;22874;CONTR QUALID;0;TORT2007;7440;;;;
702035;9;132010902;MOVEIS E UTENSILIOS - PROD;BALCAO COM SOBRE TAMPO 2 PORTAS 2 DIVIS.;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
7418;1;132010902;MOVEIS E UTENSILIOS - PROD;BASE REALITA 85X85 COM TAMPO 1X1X8;30/11/2016;22880;CONTR QUALID;0;TORT2007;7440;;;;
7420;1;132010902;MOVEIS E UTENSILIOS - PROD;BASE REALITA LAT.STAR TAMPO 50X50X8;30/11/2016;22881;CONTR QUALID;0;TORT2007;7440;;;;
413006;0;135010402;EQUIPAMENTOS - PROD;CAPELA MOD.1800 PB COM PAINEL ELETRICO;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y412006
413006;1;135010402;EQUIPAMENTOS - PROD;CAPELA MOD.1800 PB COM PAINEL ELETRICO;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y412006
413006;2;135010402;EQUIPAMENTOS - PROD;CAPELA MOD.1800 PB COM PAINEL ELETRICO;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y412006
413006;10;135010402;EQUIPAMENTOS - PROD;BANHO TERMOSTATICO COM BOMBA PARA CIRCUL;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y412006
413006;34;135010402;EQUIPAMENTOS - PROD;DESTILADOR DE AGUA EM INOX TIPO PILSEN;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y412006
102649;0;135010402;EQUIPAMENTOS - PROD;CHAPA AQUECEDORA VITROCERAMICA: MOD: CV4;30/11/2016;22887;CONTR QUALID;0;TORT2007;7440;JUNG;J300;;
413006;35;135010402;EQUIPAMENTOS - PROD;DIGESTOR EM BLOCO DE ALUMINIO FUNDIDO -;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y412006
413001;44;135010402;EQUIPAMENTOS - PROD;ESPECTROMETRO DE ULTRA VIOLETA VISIVEL.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y311007
413001;149;135010402;EQUIPAMENTOS - PROD;ESPECTROFOTOMETRO UV-VISIVEL MICRONAL;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y311007
10616;0;132010902;MOVEIS E UTENSILIOS - PROD;REFRIGERADOR CONTINENTAL RC-27 270 L BR.;30/11/2016;22892;CONTR QUALID;0;TORT2007;7440;CONSUL;240;;
103728;0;135012302;MAQS.EQUIPS.INC. LEI 11051/04-PR;MEDIDOR DE UMIDADE MARCA: GEHAKA  MODELO;30/11/2016;22893;CONTR QUALID;0;TORT2007;7440;GEHAKA AGRI;G800;;
16780;0;135010402;EQUIPAMENTOS - PROD;DETERMINADOR DE UMIDADE 110G, SENSIB. 0,;30/11/2016;22894;CONTR QUALID;0;TORT2007;7440;OHAUS;MB25;;
413001;122;135010402;EQUIPAMENTOS - PROD;MAQUINA SELADORA AUTOMATICA ROADPRESS;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y311007
413006;27;135010402;EQUIPAMENTOS - PROD;BALANCA ANALITICA 200 G - 0,0001.;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y311008
413006;18;135010402;EQUIPAMENTOS - PROD;MEDIDOR DE PH DE BANCADA;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y311008
413006;19;135010402;EQUIPAMENTOS - PROD;MEDIDOR DE PH DE BANCADA;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y311008
413006;6;135010402;EQUIPAMENTOS - PROD;AGITADOR MAGNETICO SEM AQUECIMENTO;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y311008
101584;0;135010802;MAQUINAS E ACESSORIOS - PROD.;CENTRIFUGA DE BANCADA EXCELSA;30/11/2016;22900;CONTR QUALID;0;TORT2007;7440;FANEM;EXCELSA II 206BL;;
413006;7;135010402;EQUIPAMENTOS - PROD;AGITADOR MAGN‘TICO, MARCA MARTE, MODELO;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y311008
413006;4;135010402;EQUIPAMENTOS - PROD;AGITADOR MAGNETICO SEM AQUECIMENTO;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;Y311008
413001;150;135010402;EQUIPAMENTOS - PROD;ANALISADOR DE FLUOR THERMO FISCHER;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;Y311007
9798;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA CARRIER 48000 BTUS 220V.;30/11/2016;9798;CONTR QUALID;0;TORT2007;7440;CARRIER;;;
9754;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWAL CARRIER 18000 BTUS;30/11/2016;9754;CONTR QUALID;0;TORT2007;7440;CARRIER;;;
9727;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 18000 BTUS.;30/11/2016;9727;CONTR QUALID;0;TORT2007;7440;CARRIER;;;
413004;19;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO ARF45PI;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
12861;0;132010902;MOVEIS E UTENSILIOS - PROD;BANCADA E MONTANTE LATERAL REVESTIDO EM;30/11/2016;22905;CONTR QUALID;0;TORT2007;7440;;;;
16519;0;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR PORTATIL DELL LATITUDE 1;30/11/2016;16272;CONTR QUALID;0;TORT2007;7440;DELL;LATITUDE E644.;;
9730;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 18000 BTUS.;30/11/2016;9730;CONTR QUALID;0;TORT2007;7440;CARRIER;;;
16578;0;132010901;MOVEIS E UTENSILIOS - ADM;ARMÁRIO FECHADO EM MDP COM 3 PORTAS MED.;30/11/2016;22907;ADM  LIMPEZA;0;TORT2007;7440;;;;
12994;0;132010902;MOVEIS E UTENSILIOS - PROD;BALCAO PARA APOIO E COLOCACAO DE BALANCA;30/11/2016;22908;CASA BALANÇA;0;TORT2007;3111;;;;
412151;312;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
9110;0;132010902;MOVEIS E UTENSILIOS - PROD;BEBEDOURO REFRIGERADO ESMALTEC.;30/11/2016;22910;CASA BALANÇA;0;TORT2007;3111;ESMALTEC;GELAGUA;;
103009;0;135010402;EQUIPAMENTOS - PROD;BALANCA RODOVIARIA TOLEDO 820 100T.;30/11/2016;22911;CASA BALANÇA;0;TORT2007;3111;TOLEDO;8540, CAP. 100 TONELADAS;;
103010;0;135010402;EQUIPAMENTOS - PROD;BALANCA RODOVIARIA TOLEDO 820 100T.;30/11/2016;22912;CASA BALANÇA;0;TORT2007;3111;TOLEDO;8540, CAP. 100 TONELADAS;;
412151;313;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
5331;1;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR DELL OPTIPLEX GX260;30/11/2016;22914;CASA BALANÇA;0;TORT2007;3111;DELL;OPTIPLEX GX620;;
412151;130;132010502;EQUIPAMENTOS C.P.D. - PROD;IMPRESSORA HP LASERJET P2055DN.;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
4832;1;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO DE AR CONDICIONADO LG 18500BTUS;30/11/2016;4832;CASA BALANÇA;0;TORT2007;3111;MIDEA;INVERTER;;
8219;0;132010904;MOVEIS E UTENSILIOS - COML.;REFRIGERADOR ELETROLUX BRANCO 123L;30/11/2016;22916;LOGISTICA;0;TORT2007;3111;ELETROLUX;RE120;;
13265;0;132010902;MOVEIS E UTENSILIOS - PROD;BEBEDOUTO DE PRESSAO CAR 100 220V;30/11/2016;22917;LOGISTICA;0;TORT2007;3111;ESMALTEC;GELAGUA;;
412151;356;132010502;EQUIPAMENTOS C.P.D. - PROD;RACK MOUNT KIT FOR 2955 ? P/N: STK-RACKM;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;58;132010501;EQUIPAMENTOS C.P.D. - ADM;CISCO CATALYST 3560 SFP INTERCONNECT.;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
702035;13;132010902;MOVEIS E UTENSILIOS - PROD;ARMÁRIO SECRETÁRIA MED.0,74AX0,90LX0,43P;30/11/2016;23252;ESCRITORIO;0;TORT2007;7430;;;;
413004;25;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AM30P4.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;31;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AM30P4.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;22;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO ARF30P1.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
9542;0;132010902;MOVEIS E UTENSILIOS - PROD;MESA 1,25 x 0,60 - PE DUPLO;30/11/2016;22923;LOGISTICA;0;TORT2007;3111;;;;
9543;0;132010902;MOVEIS E UTENSILIOS - PROD;MESA 1,25 x 0,60 - PE DUPLO;30/11/2016;22924;LOGISTICA;0;TORT2007;3111;;;;
9544;0;132010902;MOVEIS E UTENSILIOS - PROD;MESA 1,25 x 0,60 - PE DUPLO;30/11/2016;22925;LOGISTICA;0;TORT2007;3111;;;;
9545;0;132010902;MOVEIS E UTENSILIOS - PROD;MESA 1,25 x 0,60 - PE DUPLO;30/11/2016;22926;LOGISTICA;0;TORT2007;3111;;;;
412151;120;132010501;EQUIPAMENTOS C.P.D. - ADM;IMPRESSORA HP LASERJET P4015N;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;123;132010501;EQUIPAMENTOS C.P.D. - ADM;IMPRESSORA HP LASERJET P4015N C/BANDEJA;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;314;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;316;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;317;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;318;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;276;132010501;EQUIPAMENTOS C.P.D. - ADM;MICROCOMPUTADOR DELL OPTIPLEX 760 DESKTO;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
9735;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 18000 BTUS.;30/11/2016;9735;LOGISTICA;0;TORT2007;3111;CARRIER;;;
9759;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 2000 BTUS.;30/11/2016;9759;LOGISTICA;0;TORT2007;3111;CARRIER;;;
702005;0;132010902;MOVEIS E UTENSILIOS - PROD;MOVEL EXPOSITOR MDF.;30/11/2016;22934;LOGISTICA;0;TORT2007;3111;;;;
413004;26;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AM30P4.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;27;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AM30P4.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
413004;28;132010902;MOVEIS E UTENSILIOS - PROD;ARMARIO TIPO AM30P4.;30/11/2016;22509;ADM;0;TORT2007;1160;;;;
16350;0;132010501;EQUIPAMENTOS C.P.D. - ADM;IMPRESSORA MULTIFUNCIONAL COLORIDA HP -;30/11/2016;12408;LOGISTICA;0;TORT2007;3111;HP;COLOR CM2320NF MFP;;
412151;319;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;320;132010501;EQUIPAMENTOS C.P.D. - ADM;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
412151;293;132010506;EQUIPAMENTOS C.P.D. - COML.;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
9765;0;132010902;MOVEIS E UTENSILIOS - PROD;EVAPORADORA HIWALL CARRIER 2000 BTUS.;30/11/2016;9765;LOGISTICA;0;TORT2007;3111;CARRIER;;;
12207;0;132010904;MOVEIS E UTENSILIOS - COML.;AR CONDICIONADO SPLIT SPRINGER CARRIER;30/11/2016;12207;PORTARIA;0;TORT2007;1165;MIDEA;42MDCA12M5;;
413003;5;132010902;MOVEIS E UTENSILIOS - PROD;BEBEDOURO INDUSTRIAL CAPACIDADE 100 LTS;30/11/2016;23280;ALMOXARIFADO;0;TORT2007;1163;BELLIERE;CALIPSO;;
7423;1;132010902;MOVEIS E UTENSILIOS - PROD;FOGAO CONSUL AUTOMATICO 4B ESSENCIAL;30/11/2016;22943;APOIO MOTOR.;0;TORT2007;1166;ESMALTEC;HAWAI CLICK FORNO;;
15640;0;132010902;MOVEIS E UTENSILIOS - PROD;MESA LINEAR 25MM 1200X600X750 SEM GAV.;30/11/2016;22945;APOIO MOTOR.;0;TORT2007;1166;;;;
412151;307;132010506;EQUIPAMENTOS C.P.D. - COML.;"MONITOR DELL FLAT PANEL 17"" E178W WIDE";30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
12149;0;132010902;MOVEIS E UTENSILIOS - PROD;TV LCD 32'' HBUSTER HDMI HBTV32D05;30/11/2016;22951;PORTARIA;0;TORT2007;1165;SAMSUNG;32 POLEGADAS;;
412151;355;132010502;EQUIPAMENTOS C.P.D. - PROD;RACK MOUNT KIT FOR 2955 ? P/N: STK-RACKM;30/11/2016;23258;ESCRITORIO;0;TORT2007;7430;DELL;E22W;;
703745;0;132010502;EQUIPAMENTOS C.P.D. - PROD;SWITCH ASA 5505 APLLIANCE WITH SW 10;30/11/2016;703745;PORTARIA;0;TORT2007;1165;LINKSYS;CRW 2008;;
12880;0;132010902;MOVEIS E UTENSILIOS - PROD;ROUPEIRO EM ACO QUATRO PORTAS SOBREPOSTA;30/11/2016;22953;PORTARIA;0;TORT2007;1165;;;;
